user_id,place_id,rating
User_0077,EAS_012,4.0
User_0078,EAS_012,5.0
User_0079,EAS_012,5.0
User_0080,EAS_012,5.0
User_0081,EAS_013,5.0
User_0082,EAS_013,5.0
User_0083,EAS_013,5.0
User_0084,EAS_013,5.0
User_0085,EAS_013,5.0
User_0086,EAS_013,4.0
User_0087,EAS_013,4.0
User_0088,EAS_013,5.0
User_0089,EAS_013,4.0
User_0090,EAS_013,5.0
User_0091,EAS_014,5.0
User_0092,EAS_014,5.0
User_0093,EAS_014,5.0
User_0094,EAS_014,5.0
User_0095,EAS_014,5.0
User_0096,EAS_014,5.0
User_0097,EAS_014,5.0
User_0098,EAS_014,5.0
User_0099,EAS_014,5.0
User_0100,EAS_014,5.0
User_0101,EAS_014,5.0
User_0102,EAS_014,5.0
User_0103,EAS_014,5.0
User_0104,EAS_014,5.0
User_0105,EAS_014,5.0
User_0106,EAS_014,5.0
User_0107,EAS_014,5.0
User_0108,EAS_014,5.0
User_0109,EAS_014,5.0
User_0110,EAS_014,5.0
User_0111,EAS_014,5.0
User_0112,EAS_014,5.0
User_0113,EAS_014,5.0
User_0114,EAS_014,5.0
User_0115,EAS_014,5.0
User_0116,EAS_014,5.0
User_0117,EAS_014,5.0
User_0118,EAS_014,5.0
User_0119,EAS_014,5.0
User_0120,EAS_014,5.0
User_0121,EAS_014,5.0
User_0122,EAS_014,5.0
User_0123,EAS_014,5.0
User_0124,EAS_014,5.0
User_0125,EAS_014,5.0
User_0126,EAS_014,5.0
User_0127,EAS_014,5.0
User_0128,EAS_014,5.0
User_0129,EAS_014,5.0
User_0130,EAS_014,5.0
User_0131,EAS_014,5.0
User_0132,EAS_014,5.0
User_0133,EAS_014,5.0
User_0134,EAS_014,5.0
User_0135,EAS_014,5.0
User_0136,EAS_014,5.0
User_0137,EAS_014,5.0
User_0138,EAS_014,5.0
User_0139,EAS_014,5.0
User_0140,EAS_014,5.0
User_0141,EAS_014,5.0
User_0142,EAS_014,5.0
User_0143,EAS_014,5.0
User_0144,EAS_014,5.0
User_0145,EAS_014,5.0
User_0146,EAS_014,5.0
User_0147,EAS_014,5.0
User_0148,EAS_014,5.0
User_0149,EAS_014,5.0
User_0150,EAS_014,5.0
User_0151,EAS_014,5.0
User_0152,EAS_014,5.0
User_0153,EAS_014,5.0
User_0154,EAS_014,5.0
User_0155,EAS_014,5.0
User_0156,EAS_014,5.0
User_0157,EAS_014,5.0
User_0158,EAS_014,5.0
User_0159,EAS_014,5.0
User_0160,EAS_014,5.0
User_0161,EAS_014,5.0
User_0162,EAS_014,5.0
User_0163,EAS_014,5.0
User_0164,EAS_014,5.0
User_0165,EAS_014,5.0
User_0166,EAS_014,5.0
User_0167,EAS_014,5.0
User_0168,EAS_014,5.0
User_0169,EAS_014,5.0
User_0170,EAS_014,5.0
User_0171,EAS_014,5.0
User_0172,EAS_014,5.0
User_0173,EAS_014,5.0
User_0174,EAS_014,5.0
User_0175,EAS_014,5.0
User_0176,EAS_014,5.0
User_0177,EAS_014,5.0
User_0178,EAS_014,5.0
User_0179,EAS_014,5.0
User_0180,EAS_014,5.0
User_0181,EAS_014,5.0
User_0182,EAS_014,5.0
User_0183,EAS_014,5.0
User_0184,EAS_014,5.0
User_0185,EAS_014,5.0
User_0186,EAS_014,5.0
User_0187,EAS_014,5.0
User_0188,EAS_014,5.0
User_0189,EAS_014,5.0
User_0190,EAS_014,5.0
User_0191,EAS_014,5.0
User_0192,EAS_014,5.0
User_0193,EAS_014,5.0
User_0194,EAS_014,5.0
User_0195,EAS_014,5.0
User_0196,EAS_014,5.0
User_0197,EAS_014,5.0
User_0198,EAS_014,5.0
User_0199,EAS_014,5.0
User_0200,EAS_014,5.0
User_0201,EAS_014,5.0
User_0202,EAS_014,5.0
User_0203,EAS_014,5.0
User_0204,EAS_014,5.0
User_0205,EAS_014,5.0
User_0206,EAS_014,5.0
User_0207,EAS_014,5.0
User_0208,EAS_014,5.0
User_0209,EAS_014,5.0
User_0210,EAS_014,5.0
User_0211,EAS_014,5.0
User_0212,EAS_014,5.0
User_0213,EAS_014,5.0
User_0214,EAS_014,5.0
User_0215,EAS_014,5.0
User_0216,EAS_014,5.0
User_0217,EAS_014,5.0
User_0218,EAS_014,5.0
User_0219,EAS_014,5.0
User_0220,EAS_014,5.0
User_0221,EAS_014,5.0
User_0222,EAS_014,5.0
User_0223,EAS_014,5.0
User_0224,EAS_014,5.0
User_0225,EAS_014,5.0
User_0226,EAS_014,5.0
User_0227,EAS_014,5.0
User_0228,EAS_014,5.0
User_0229,EAS_014,5.0
User_0230,EAS_014,5.0
User_0231,EAS_014,5.0
User_0232,EAS_014,5.0
User_0233,EAS_014,5.0
User_0234,EAS_014,5.0
User_0235,EAS_014,5.0
User_0236,EAS_014,5.0
User_0237,EAS_014,5.0
User_0238,EAS_014,5.0
User_0239,EAS_014,5.0
User_0240,EAS_014,5.0
User_0241,EAS_014,5.0
User_0242,EAS_014,5.0
User_0243,EAS_014,5.0
User_0244,EAS_014,5.0
User_0245,EAS_014,5.0
User_0246,EAS_014,5.0
User_0247,EAS_014,5.0
User_0248,EAS_014,5.0
User_0249,EAS_014,5.0
User_0250,EAS_014,5.0
User_0251,EAS_014,5.0
User_0252,EAS_014,5.0
User_0253,EAS_014,5.0
User_0254,EAS_014,5.0
User_0255,EAS_014,5.0
User_0256,EAS_014,5.0
User_0257,EAS_014,5.0
User_0258,EAS_014,5.0
User_0259,EAS_014,5.0
User_0260,EAS_014,5.0
User_0261,EAS_014,5.0
User_0262,EAS_014,5.0
User_0263,EAS_014,5.0
User_0264,EAS_014,5.0
User_0265,EAS_014,5.0
User_0266,EAS_014,5.0
User_0267,EAS_014,5.0
User_0268,EAS_014,5.0
User_0269,EAS_014,5.0
User_0270,EAS_014,5.0
User_0271,EAS_014,5.0
User_0272,EAS_014,5.0
User_0273,EAS_014,5.0
User_0274,EAS_014,5.0
User_0275,EAS_014,5.0
User_0276,EAS_014,5.0
User_0277,EAS_014,5.0
User_0278,EAS_014,5.0
User_0279,EAS_014,5.0
User_0280,EAS_014,5.0
User_0281,EAS_014,5.0
User_0282,EAS_014,5.0
User_0283,EAS_014,5.0
User_0284,EAS_014,5.0
User_0285,EAS_014,5.0
User_0286,EAS_014,5.0
User_0287,EAS_014,5.0
User_0288,EAS_014,5.0
User_0289,EAS_014,5.0
User_0290,EAS_014,5.0
User_0291,EAS_014,5.0
User_0292,EAS_014,5.0
User_0293,EAS_014,5.0
User_0294,EAS_014,5.0
User_0295,EAS_014,5.0
User_0296,EAS_014,5.0
User_0297,EAS_014,5.0
User_0298,EAS_014,5.0
User_0299,EAS_014,5.0
User_0300,EAS_014,5.0
User_0301,EAS_014,5.0
User_0302,EAS_014,5.0
User_0303,EAS_014,5.0
User_0304,EAS_014,5.0
User_0305,EAS_014,5.0
User_0306,EAS_014,5.0
User_0307,EAS_014,5.0
User_0308,EAS_014,5.0
User_0309,EAS_014,5.0
User_0310,EAS_014,5.0
User_0311,EAS_014,5.0
User_0312,EAS_014,5.0
User_0313,EAS_014,5.0
User_0314,EAS_014,5.0
User_0315,EAS_014,5.0
User_0316,EAS_014,5.0
User_0317,EAS_014,5.0
User_0318,EAS_014,5.0
User_0319,EAS_014,5.0
User_0320,EAS_014,5.0
User_0321,EAS_014,5.0
User_0322,EAS_014,5.0
User_0323,EAS_014,5.0
User_0324,EAS_014,5.0
User_0325,EAS_014,4.0
User_0326,EAS_014,4.0
User_0327,EAS_014,4.0
User_0328,EAS_014,4.0
User_0329,EAS_014,4.0
User_0330,EAS_014,4.0
User_0331,EAS_014,4.0
User_0332,EAS_014,4.0
User_0333,EAS_014,4.0
User_0334,EAS_014,4.0
User_0335,EAS_014,4.0
User_0336,EAS_014,4.0
User_0337,EAS_014,4.0
User_0338,EAS_014,4.0
User_0339,EAS_014,4.0
User_0340,EAS_014,4.0
User_0341,EAS_014,4.0
User_0342,EAS_014,4.0
User_0343,EAS_014,4.0
User_0344,EAS_014,4.0
User_0345,EAS_014,4.0
User_0346,EAS_014,4.0
User_0347,EAS_014,4.0
User_0348,EAS_014,4.0
User_0349,EAS_014,4.0
User_0350,EAS_014,4.0
User_0351,EAS_014,4.0
User_0352,EAS_014,4.0
User_0353,EAS_014,4.0
User_0354,EAS_014,4.0
User_0355,EAS_014,4.0
User_0356,EAS_014,4.0
User_0357,EAS_014,4.0
User_0358,EAS_014,4.0
User_0359,EAS_014,4.0
User_0360,EAS_014,4.0
User_0361,EAS_014,4.0
User_0362,EAS_014,4.0
User_0363,EAS_014,4.0
User_0364,EAS_014,4.0
User_0365,EAS_014,4.0
User_0366,EAS_014,4.0
User_0367,EAS_014,4.0
User_0368,EAS_014,4.0
User_0369,EAS_014,4.0
User_0370,EAS_014,4.0
User_0371,EAS_014,4.0
User_0372,EAS_014,4.0
User_0373,EAS_014,4.0
User_0374,EAS_014,4.0
User_0375,EAS_014,4.0
User_0376,EAS_014,4.0
User_0377,EAS_014,4.0
User_0378,EAS_014,4.0
User_0379,EAS_014,4.0
User_0380,EAS_014,4.0
User_0381,EAS_014,4.0
User_0382,EAS_014,4.0
User_0383,EAS_014,4.0
User_0384,EAS_014,4.0
User_0385,EAS_014,4.0
User_0386,EAS_014,4.0
User_0387,EAS_014,4.0
User_0388,EAS_014,4.0
User_0389,EAS_014,4.0
User_0390,EAS_014,4.0
User_0391,EAS_014,4.0
User_0392,EAS_014,4.0
User_0393,EAS_014,4.0
User_0394,EAS_014,4.0
User_0395,EAS_014,4.0
User_0396,EAS_014,4.0
User_0397,EAS_014,4.0
User_0398,EAS_014,4.0
User_0399,EAS_014,4.0
User_0400,EAS_014,4.0
User_0401,EAS_014,4.0
User_0402,EAS_014,4.0
User_0403,EAS_014,4.0
User_0404,EAS_014,4.0
User_0405,EAS_014,4.0
User_0406,EAS_014,4.0
User_0407,EAS_014,4.0
User_0408,EAS_014,4.0
User_0409,EAS_014,4.0
User_0410,EAS_014,4.0
User_0411,EAS_014,4.0
User_0412,EAS_014,4.0
User_0413,EAS_014,4.0
User_0414,EAS_014,4.0
User_0415,EAS_014,4.0
User_0416,EAS_014,4.0
User_0417,EAS_014,4.0
User_0418,EAS_014,4.0
User_0419,EAS_014,4.0
User_0420,EAS_014,4.0
User_0421,EAS_014,4.0
User_0422,EAS_014,4.0
User_0423,EAS_014,4.0
User_0424,EAS_014,4.0
User_0425,EAS_014,4.0
User_0426,EAS_014,4.0
User_0427,EAS_014,4.0
User_0428,EAS_014,4.0
User_0429,EAS_014,3.0
User_0430,EAS_014,3.0
User_0431,EAS_014,3.0
User_0432,EAS_014,3.0
User_0433,EAS_014,3.0
User_0434,EAS_014,3.0
User_0435,EAS_014,3.0
User_0436,EAS_014,3.0
User_0437,EAS_014,3.0
User_0438,EAS_014,3.0
User_0439,EAS_014,3.0
User_0440,EAS_014,3.0
User_0441,EAS_014,3.0
User_0442,EAS_014,3.0
User_0443,EAS_014,3.0
User_0444,EAS_014,3.0
User_0445,EAS_014,3.0
User_0446,EAS_014,3.0
User_0447,EAS_014,3.0
User_0448,EAS_014,3.0
User_0449,EAS_014,3.0
User_0450,EAS_014,3.0
User_0451,EAS_014,3.0
User_0452,EAS_014,3.0
User_0453,EAS_014,3.0
User_0454,EAS_014,3.0
User_0455,EAS_014,3.0
User_0456,EAS_014,3.0
User_0457,EAS_014,3.0
User_0458,EAS_014,3.0
User_0459,EAS_014,3.0
User_0460,EAS_014,2.0
User_0461,EAS_014,2.0
User_0462,EAS_014,1.0
User_0463,EAS_014,1.0
User_0464,EAS_015,5.0
User_0465,EAS_015,5.0
User_0466,EAS_015,5.0
User_0467,EAS_015,5.0
User_0468,EAS_015,5.0
User_0469,EAS_015,4.0
User_0470,EAS_015,4.0
User_0471,EAS_015,4.0
User_0472,EAS_015,3.0
User_0473,EAS_015,3.0
User_0474,EAS_015,2.0
User_0475,EAS_015,1.0
User_0476,EAS_016,5.0
User_0477,EAS_016,5.0
User_0478,EAS_016,5.0
User_0479,EAS_016,5.0
User_0480,EAS_016,4.0
User_0481,EAS_016,3.0
User_0482,EAS_016,3.0
User_0483,EAS_016,2.0
User_0484,EAS_016,2.0
User_0485,EAS_017,5.0
User_0486,EAS_017,5.0
User_0487,EAS_017,5.0
User_0488,EAS_017,5.0
User_0489,EAS_017,4.0
User_0490,EAS_017,4.0
User_0491,EAS_017,3.0
User_0492,EAS_017,2.0
User_0493,EAS_017,1.0
User_0494,EAS_019,5.0
User_0495,EAS_019,5.0
User_0496,EAS_019,5.0
User_0497,EAS_019,5.0
User_0498,EAS_019,5.0
User_0499,EAS_019,4.0
User_0500,EAS_019,4.0
User_0501,EAS_019,4.0
User_0502,EAS_019,3.0
User_0503,EAS_019,3.0
User_0504,EAS_019,2.0
User_0505,EAS_019,1.0
User_0506,EAS_021,5.0
User_0507,EAS_021,5.0
User_0508,EAS_021,5.0
User_0509,EAS_021,5.0
User_0510,EAS_021,5.0
User_0511,EAS_021,4.0
User_0512,EAS_021,4.0
User_0513,EAS_021,4.0
User_0514,EAS_021,3.0
User_0515,EAS_021,3.0
User_0516,EAS_021,2.0
User_0517,EAS_021,1.0
User_0518,EAS_022,5.0
User_0519,EAS_022,5.0
User_0520,EAS_022,5.0
User_0521,EAS_022,5.0
User_0522,EAS_022,5.0
User_0523,EAS_022,5.0
User_0524,EAS_022,5.0
User_0525,EAS_022,5.0
User_0526,EAS_022,5.0
User_0527,EAS_022,5.0
User_0528,EAS_022,4.0
User_0529,EAS_022,4.0
User_0530,EAS_022,4.0
User_0531,EAS_022,4.0
User_0532,EAS_022,4.0
User_0533,EAS_022,4.0
User_0534,EAS_022,4.0
User_0535,EAS_022,3.0
User_0536,EAS_022,3.0
User_0537,EAS_022,3.0
User_0538,EAS_022,3.0
User_0539,EAS_022,2.0
User_0540,EAS_022,2.0
User_0541,EAS_022,1.0
User_0542,EAS_022,1.0
User_0543,EAS_025,5.0
User_0544,EAS_025,5.0
User_0545,EAS_025,2.0
User_0546,EAS_026,5.0
User_0547,EAS_026,5.0
User_0548,EAS_026,5.0
User_0549,EAS_026,5.0
User_0550,EAS_026,5.0
User_0551,EAS_026,5.0
User_0552,EAS_026,5.0
User_0553,EAS_026,4.0
User_0554,EAS_026,4.0
User_0555,EAS_026,4.0
User_0556,EAS_026,3.0
User_0557,EAS_026,3.0
User_0558,EAS_026,2.0
User_0559,EAS_026,1.0
User_0560,EAS_028,5.0
User_0561,EAS_028,5.0
User_0562,EAS_028,5.0
User_0563,EAS_028,5.0
User_0564,EAS_028,5.0
User_0565,EAS_028,5.0
User_0566,EAS_028,5.0
User_0567,EAS_028,5.0
User_0568,EAS_028,5.0
User_0569,EAS_031,5.0
User_0570,EAS_031,5.0
User_0571,EAS_031,4.0
User_0572,EAS_033,5.0
User_0573,EAS_035,5.0
User_0574,EAS_035,5.0
User_0575,EAS_035,5.0
User_0576,EAS_035,5.0
User_0577,EAS_035,5.0
User_0578,EAS_035,4.0
User_0579,EAS_035,4.0
User_0580,EAS_039,5.0
User_0581,EAS_039,5.0
User_0582,EAS_039,5.0
User_0583,EAS_039,5.0
User_0584,EAS_039,5.0
User_0585,EAS_039,5.0
User_0586,EAS_039,4.0
User_0587,EAS_039,4.0
User_0588,EAS_039,4.0
User_0589,EAS_039,3.0
User_0590,EAS_039,2.0
User_0591,EAS_040,5.0
User_0592,EAS_040,5.0
User_0593,EAS_040,5.0
User_0594,EAS_040,4.0
User_0595,EAS_040,4.0
User_0596,EAS_040,4.0
User_0597,EAS_040,4.0
User_0598,EAS_040,3.0
User_0599,EAS_040,3.0
User_0600,EAS_040,3.0
User_0601,EAS_040,2.0
User_0602,EAS_040,1.0
User_0603,EAS_041,5.0
User_0604,EAS_041,5.0
User_0605,EAS_041,5.0
User_0606,EAS_041,5.0
User_0607,EAS_041,5.0
User_0608,EAS_041,4.0
User_0609,EAS_043,5.0
User_0610,EAS_043,5.0
User_0611,EAS_043,5.0
User_0612,EAS_043,5.0
User_0613,EAS_043,5.0
User_0614,EAS_043,4.0
User_0615,EAS_043,4.0
User_0616,EAS_043,4.0
User_0617,EAS_043,4.0
User_0618,EAS_043,3.0
User_0619,EAS_043,3.0
User_0620,EAS_043,2.0
User_0621,EAS_043,1.0
User_0622,EAS_044,5.0
User_0623,EAS_044,5.0
User_0624,EAS_044,5.0
User_0625,EAS_044,5.0
User_0626,EAS_044,5.0
User_0627,EAS_044,5.0
User_0628,EAS_044,5.0
User_0629,EAS_044,4.0
User_0630,EAS_044,4.0
User_0631,EAS_044,4.0
User_0632,EAS_044,4.0
User_0633,EAS_044,4.0
User_0634,EAS_044,3.0
User_0635,EAS_044,3.0
User_0636,EAS_044,3.0
User_0637,EAS_044,2.0
User_0638,EAS_046,5.0
User_0639,EAS_046,5.0
User_0640,EAS_046,5.0
User_0641,EAS_046,5.0
User_0642,EAS_046,5.0
User_0643,EAS_046,5.0
User_0644,EAS_046,5.0
User_0645,EAS_046,5.0
User_0646,EAS_046,4.0
User_0647,EAS_046,4.0
User_0648,EAS_046,4.0
User_0649,EAS_046,4.0
User_0650,EAS_046,4.0
User_0651,EAS_047,5.0
User_0652,EAS_047,5.0
User_0653,EAS_047,5.0
User_0654,EAS_047,5.0
User_0655,EAS_047,5.0
User_0656,EAS_047,5.0
User_0657,EAS_047,5.0
User_0658,EAS_047,5.0
User_0659,EAS_047,5.0
User_0660,EAS_047,5.0
User_0661,EAS_047,5.0
User_0662,EAS_047,5.0
User_0663,EAS_047,5.0
User_0664,EAS_047,5.0
User_0665,EAS_047,4.0
User_0666,EAS_047,3.0
User_0667,EAS_048,5.0
User_0668,EAS_048,5.0
User_0669,EAS_048,5.0
User_0670,EAS_049,5.0
User_0671,EAS_049,5.0
User_0672,EAS_049,5.0
User_0673,EAS_049,5.0
User_0674,EAS_049,5.0
User_0675,EAS_049,5.0
User_0676,EAS_049,4.0
User_0677,EAS_050,5.0
User_0678,EAS_050,5.0
User_0679,EAS_050,5.0
User_0680,EAS_050,5.0
User_0681,EAS_050,5.0
User_0682,EAS_050,5.0
User_0683,EAS_050,5.0
User_0684,EAS_050,4.0
User_0685,EAS_050,4.0
User_0687,EAS_055,5.0
User_0688,EAS_055,5.0
User_0689,EAS_055,5.0
User_0690,EAS_055,5.0
User_0691,EAS_055,5.0
User_0692,EAS_055,5.0
User_0693,EAS_055,5.0
User_0694,EAS_055,5.0
User_0695,EAS_055,4.0
User_0696,EAS_055,4.0
User_0697,EAS_055,4.0
User_0698,EAS_055,4.0
User_0699,EAS_055,4.0
User_0700,EAS_055,4.0
User_0701,EAS_055,3.0
User_0702,EAS_055,3.0
User_0703,EAS_055,2.0
User_0704,EAS_055,1.0
User_0705,EAS_056,5.0
User_0706,EAS_056,5.0
User_0707,EAS_056,5.0
User_0708,EAS_056,5.0
User_0709,EAS_056,5.0
User_0710,EAS_056,5.0
User_0711,EAS_056,5.0
User_0712,EAS_056,5.0
User_0713,EAS_056,5.0
User_0714,EAS_056,4.0
User_0715,EAS_056,4.0
User_0716,EAS_056,4.0
User_0717,EAS_056,4.0
User_0718,EAS_056,4.0
User_0719,EAS_056,4.0
User_0720,EAS_056,3.0
User_0721,EAS_056,2.0
User_0722,EAS_056,1.0
User_0723,EAS_058,5.0
User_0724,EAS_058,4.0
User_0725,EAS_058,4.0
User_0726,EAS_058,4.0
User_0727,EAS_058,4.0
User_0728,EAS_058,1.0
User_0729,EAS_062,5.0
User_0730,EAS_062,5.0
User_0731,EAS_062,5.0
User_0732,EAS_062,5.0
User_0733,EAS_062,5.0
User_0734,EAS_062,4.0
User_0735,EAS_064,5.0
User_0736,EAS_064,5.0
User_0737,EAS_064,5.0
User_0738,EAS_064,5.0
User_0739,EAS_064,5.0
User_0740,EAS_064,5.0
User_0741,EAS_064,5.0
User_0742,EAS_064,5.0
User_0743,EAS_064,5.0
User_0744,EAS_064,5.0
User_0745,EAS_064,5.0
User_0746,EAS_064,5.0
User_0747,EAS_064,4.0
User_0748,EAS_064,4.0
User_0749,EAS_064,4.0
User_0750,EAS_064,3.0
User_0751,EAS_066,5.0
User_0752,EAS_066,5.0
User_0753,EAS_066,5.0
User_0754,EAS_066,5.0
User_0755,EAS_066,5.0
User_0756,EAS_066,5.0
User_0757,EAS_066,5.0
User_0758,EAS_066,5.0
User_0759,EAS_066,5.0
User_0760,EAS_066,5.0
User_0761,EAS_066,5.0
User_0762,EAS_066,5.0
User_0763,EAS_066,5.0
User_0764,EAS_066,4.0
User_0765,EAS_066,2.0
User_0766,EAS_066,1.0
User_0767,EAS_068,5.0
User_0768,EAS_068,5.0
User_0769,EAS_068,5.0
User_0770,EAS_068,5.0
User_0771,EAS_068,5.0
User_0772,EAS_068,5.0
User_0773,EAS_068,5.0
User_0774,EAS_068,5.0
User_0775,EAS_068,5.0
User_0776,EAS_068,5.0
User_0777,EAS_068,4.0
User_0778,EAS_068,4.0
User_0779,EAS_068,3.0
User_0780,EAS_068,2.0
User_0781,EAS_072,5.0
User_0782,EAS_072,5.0
User_0783,EAS_072,5.0
User_0784,EAS_072,5.0
User_0785,EAS_072,5.0
User_0786,EAS_072,5.0
User_0787,EAS_072,5.0
User_0788,EAS_072,5.0
User_0789,EAS_072,4.0
User_0790,EAS_072,4.0
User_0791,EAS_072,4.0
User_0792,EAS_072,4.0
User_0793,EAS_072,3.0
User_0794,EAS_072,1.0
User_0795,EAS_074,5.0
User_0796,EAS_074,5.0
User_0797,EAS_074,5.0
User_0798,EAS_074,5.0
User_0799,EAS_074,5.0
User_0800,EAS_074,5.0
User_0801,EAS_074,5.0
User_0802,EAS_074,5.0
User_0803,EAS_074,5.0
User_0804,EAS_074,5.0
User_0805,EAS_074,5.0
User_0806,EAS_074,4.0
User_0807,EAS_074,4.0
User_0808,EAS_074,4.0
User_0809,EAS_074,4.0
User_0810,EAS_074,3.0
User_0811,EM_001,5.0
User_0812,EM_001,5.0
User_0813,EM_001,5.0
User_0814,EM_001,5.0
User_0815,EM_001,5.0
User_0816,EM_001,5.0
User_0817,EM_001,5.0
User_0818,EM_001,5.0
User_0819,EM_001,5.0
User_0820,EM_001,4.0
User_0821,EM_001,4.0
User_0822,EM_001,4.0
User_0823,EM_001,4.0
User_0824,EM_001,3.0
User_0825,EM_001,2.0
User_0826,EM_001,1.0
User_0827,EM_002,5.0
User_0828,EM_002,5.0
User_0829,EM_002,5.0
User_0830,EM_002,5.0
User_0831,EM_002,5.0
User_0832,EM_002,5.0
User_0833,EM_002,5.0
User_0834,EM_002,5.0
User_0835,EM_002,5.0
User_0836,EM_002,5.0
User_0837,EM_002,5.0
User_0838,EM_002,5.0
User_0839,EM_002,4.0
User_0840,EM_002,4.0
User_0841,EM_002,3.0
User_0842,EM_003,5.0
User_0843,EM_003,5.0
User_0844,EM_003,5.0
User_0845,EM_003,5.0
User_0846,EM_003,5.0
User_0847,EM_003,5.0
User_0848,EM_003,5.0
User_0849,EM_003,4.0
User_0850,EM_003,4.0
User_0851,EM_003,4.0
User_0852,EM_003,3.0
User_0853,EM_003,3.0
User_0854,EM_003,2.0
User_0855,EM_003,1.0
User_0856,EM_003,1.0
User_0857,EM_004,5.0
User_0858,EM_004,5.0
User_0859,EM_004,5.0
User_0860,EM_004,5.0
User_0861,EM_004,5.0
User_0862,EM_004,5.0
User_0863,EM_004,5.0
User_0864,EM_004,4.0
User_0865,EM_004,4.0
User_0866,EM_004,4.0
User_0867,EM_004,4.0
User_0868,EM_004,3.0
User_0869,EM_004,2.0
User_0870,EM_004,1.0
User_0871,EM_005,5.0
User_0872,EM_005,5.0
User_0873,EM_005,5.0
User_0874,EM_005,5.0
User_0875,EM_005,5.0
User_0876,EM_005,5.0
User_0877,EM_005,5.0
User_0878,EM_005,5.0
User_0879,EM_005,5.0
User_0880,EM_005,4.0
User_0881,EM_005,4.0
User_0882,EM_005,4.0
User_0883,EM_005,3.0
User_0884,EM_005,2.0
User_0885,EM_005,1.0
User_0886,EM_006,5.0
User_0887,EM_006,5.0
User_0888,EM_006,5.0
User_0889,EM_006,5.0
User_0890,EM_006,4.0
User_0891,EM_006,4.0
User_0892,EM_006,4.0
User_0893,EM_006,4.0
User_0894,EM_006,4.0
User_0895,EM_006,3.0
User_0896,EM_006,3.0
User_0897,EM_006,3.0
User_0898,EM_006,2.0
User_0899,EM_006,2.0
User_0900,EM_006,1.0
User_0901,EM_007,5.0
User_0902,EM_007,5.0
User_0903,EM_007,5.0
User_0904,EM_007,5.0
User_0905,EM_007,5.0
User_0906,EM_007,5.0
User_0907,EM_007,5.0
User_0908,EM_007,5.0
User_0909,EM_007,4.0
User_0910,EM_007,4.0
User_0911,EM_007,4.0
User_0912,EM_007,3.0
User_0913,EM_007,2.0
User_0914,EM_007,1.0
User_0915,EM_008,5.0
User_0916,EM_008,5.0
User_0917,EM_008,5.0
User_0918,EM_008,5.0
User_0919,EM_008,5.0
User_0920,EM_008,5.0
User_0921,EM_008,5.0
User_0922,EM_008,5.0
User_0923,EM_008,5.0
User_0924,EM_008,4.0
User_0925,EM_008,4.0
User_0926,EM_008,4.0
User_0927,EM_008,4.0
User_0928,EM_008,3.0
User_0929,EM_008,2.0
User_0930,EM_009,5.0
User_0931,EM_009,5.0
User_0932,EM_009,5.0
User_0933,EM_009,5.0
User_0934,EM_009,5.0
User_0935,EM_009,5.0
User_0936,EM_009,4.0
User_0937,EM_009,4.0
User_0938,EM_009,4.0
User_0939,EM_009,4.0
User_0940,EM_009,4.0
User_0941,EM_009,4.0
